종목코드,종목명,증권그룹구분코드,시장구분
157490,TIGER 소프트웨어,EF,KOSPI
157500,TIGER 증권,EF,KOSPI
159800,마이티 코스피100,EF,KOSPI
160580,TIGER 구리실물,EF,KOSPI
161510,PLUS 고배당주,EF,KOSPI
166400,TIGER 200커버드콜OTM,EF,KOSPI
167860,KIWOOM 국고채10년레버리지,EF,KOSPI
168580,ACE 중국본토CSI300,EF,KOSPI
169950,KODEX 차이나A50,EF,KOSPI
174350,TIGER 로우볼,EF,KOSPI
174360,RISE 중국본토대형주CSI100,EF,KOSPI
176950,KODEX 국채선물10년인버스,EF,KOSPI
181480,ACE 미국부동산리츠(합성 H),EF,KOSPI
182480,TIGER 미국MSCI리츠(합성 H),EF,KOSPI
182490,TIGER 단기선진하이일드(합성 H),EF,KOSPI
183700,RISE 200채권혼합50,EF,KOSPI
183710,RISE 주식혼합,EF,KOSPI
185680,KODEX 미국S&P바이오(합성),EF,KOSPI
189400,PLUS 글로벌MSCI(합성 H),EF,KOSPI
190620,ACE 단기통안채,EF,KOSPI
192090,TIGER 차이나CSI300,EF,KOSPI
192720,파워 고배당저변동성,EF,KOSPI
195920,TIGER 일본TOPIX(합성 H),EF,KOSPI
195930,TIGER 유로스탁스50(합성 H),EF,KOSPI
195970,PLUS 선진국MSCI(합성 H),EF,KOSPI
195980,PLUS 신흥국MSCI(합성 H),EF,KOSPI
196030,ACE 일본TOPIX레버리지(H),EF,KOSPI
196230,RISE 단기통안채,EF,KOSPI
200030,KODEX 미국S&P500산업재(합성),EF,KOSPI
200250,KIWOOM 인도Nifty50(합성),EF,KOSPI
203780,TIGER 미국나스닥바이오,EF,KOSPI
204450,KODEX 차이나H레버리지(H),EF,KOSPI
204480,TIGER 차이나CSI300레버리지(합성),EF,KOSPI
205720,ACE 일본TOPIX인버스(합성 H),EF,KOSPI
210780,TIGER 코스피고배당,EF,KOSPI
211560,TIGER 배당성장,EF,KOSPI
211900,KODEX 코리아배당성장,EF,KOSPI
213610,KODEX 삼성그룹밸류,EF,KOSPI
213630,PLUS 미국다우존스고배당주(합성 H),EF,KOSPI
214980,KODEX 단기채권PLUS,EF,KOSPI
215620,HK S&P코리아로우볼,EF,KOSPI
217770,TIGER 원유선물인버스(H),EF,KOSPI
217780,TIGER 차이나CSI300인버스(합성),EF,KOSPI
218420,KODEX 미국S&P500에너지(합성),EF,KOSPI
219390,RISE 미국S&P원유생산기업(합성 H),EF,KOSPI
219480,KODEX 미국S&P500선물(H),EF,KOSPI
219900,ACE 중국본토CSI300레버리지(합성),EF,KOSPI
220130,SOL 차이나강소기업CSI500(합성 H),EF,KOSPI
223190,KODEX 200가치저변동,EF,KOSPI
225030,TIGER 미국S&P500선물인버스(H),EF,KOSPI
225040,TIGER 미국S&P500레버리지(합성 H),EF,KOSPI
225050,TIGER 유로스탁스레버리지(합성 H),EF,KOSPI
225060,TIGER 이머징마켓MSCI레버리지(합성 H),EF,KOSPI
225130,ACE 골드선물 레버리지(합성 H),EF,KOSPI
225800,KIWOOM 미국달러선물레버리지,EF,KOSPI
226380,ACE Fn성장소비주도주,EF,KOSPI
226490,KODEX 코스피,EF,KOSPI
226980,KODEX 200 중소형,EF,KOSPI
227540,TIGER 200 헬스케어,EF,KOSPI
227550,TIGER 200 산업재,EF,KOSPI
227560,TIGER 200 생활소비재,EF,KOSPI
227570,TIGER 우량가치,EF,KOSPI
227830,PLUS 코스피,EF,KOSPI
228790,TIGER 화장품,EF,KOSPI
228800,TIGER 여행레저,EF,KOSPI
228810,TIGER 미디어컨텐츠,EF,KOSPI
228820,TIGER KTOP30,EF,KOSPI
229200,KODEX 코스닥150,EF,KOSPI
229720,KODEX KTOP30,EF,KOSPI
230480,KIWOOM 미국달러선물인버스2X,EF,KOSPI
232080,TIGER 코스닥150,EF,KOSPI
233160,TIGER 코스닥150 레버리지,EF,KOSPI
233740,KODEX 코스닥150레버리지,EF,KOSPI
234310,RISE V&S셀렉트밸류,EF,KOSPI
236350,TIGER 인도니프티50레버리지(합성),EF,KOSPI
237350,KODEX 코스피100,EF,KOSPI
237370,KODEX 코리아배당성장채권혼합,EF,KOSPI
237440,TIGER 경기방어채권혼합,EF,KOSPI
238670,PLUS 스마트베타Quality채권혼합,EF,KOSPI
238720,ACE 일본Nikkei225(H),EF,KOSPI
239660,PLUS 우량회사채50,EF,KOSPI
241180,TIGER 일본니케이225,EF,KOSPI
241390,RISE V&S셀렉트밸류채권혼합,EF,KOSPI
243880,TIGER 200IT레버리지,EF,KOSPI
243890,TIGER 200에너지화학레버리지,EF,KOSPI
244580,KODEX 바이오,EF,KOSPI
244620,KODEX 모멘텀Plus,EF,KOSPI
244660,KODEX 퀄리티Plus,EF,KOSPI
244670,KODEX 밸류Plus,EF,KOSPI
245340,TIGER 미국다우존스30,EF,KOSPI
245350,TIGER 유로스탁스배당30,EF,KOSPI
245360,TIGER 차이나HSCEI,EF,KOSPI
245710,ACE 베트남VN30(합성),EF,KOSPI
248270,TIGER S&P글로벌헬스케어(합성),EF,KOSPI
250730,RISE 차이나HSCEI(H),EF,KOSPI
250780,TIGER 코스닥150선물인버스,EF,KOSPI
251340,KODEX 코스닥150선물인버스,EF,KOSPI
251350,KODEX MSCI선진국,EF,KOSPI
251590,PLUS 고배당저변동50,EF,KOSPI
251600,PLUS 고배당주채권혼합,EF,KOSPI
252000,TIGER 200동일가중,EF,KOSPI
252400,RISE 200선물레버리지,EF,KOSPI
252410,RISE 200선물인버스,EF,KOSPI
252420,RISE 200선물인버스2X,EF,KOSPI
252650,KODEX 200동일가중,EF,KOSPI
252670,KODEX 200선물인버스2X,EF,KOSPI
252710,TIGER 200선물인버스2X,EF,KOSPI
253150,PLUS 200선물레버리지,EF,KOSPI
253160,PLUS 200선물인버스2X,EF,KOSPI
253230,KIWOOM 200선물인버스2X,EF,KOSPI
253240,KIWOOM 200선물인버스,EF,KOSPI
253250,KIWOOM 200선물레버리지,EF,KOSPI
253280,RISE 헬스케어,EF,KOSPI
253290,RISE 헬스케어채권혼합,EF,KOSPI
256440,ACE MSCI인도네시아(합성),EF,KOSPI
256450,PLUS 심천차이넥스트(합성),EF,KOSPI
256750,KODEX 차이나심천ChiNext(합성),EF,KOSPI
261060,TIGER 코스닥150IT,EF,KOSPI
261070,TIGER 코스닥150바이오테크,EF,KOSPI
261110,TIGER 미국달러선물레버리지,EF,KOSPI
261120,TIGER 미국달러선물인버스2X,EF,KOSPI
261140,TIGER 우선주,EF,KOSPI
261220,KODEX WTI원유선물(H),EF,KOSPI
261240,KODEX 미국달러선물,EF,KOSPI
261250,KODEX 미국달러선물레버리지,EF,KOSPI
261260,KODEX 미국달러선물인버스2X,EF,KOSPI
261270,KODEX 미국달러선물인버스,EF,KOSPI
261920,ACE MSCI필리핀(합성),EF,KOSPI
265690,ACE 러시아MSCI(합성),EF,KOSPI
266160,RISE 고배당,EF,KOSPI
266360,KODEX K콘텐츠,EF,KOSPI
266370,KODEX IT,EF,KOSPI
266390,KODEX 경기소비재,EF,KOSPI
266410,KODEX 필수소비재,EF,KOSPI
266420,KODEX 헬스케어,EF,KOSPI
266550,PLUS 중형주저변동50,EF,KOSPI
267440,RISE 미국장기국채선물(H),EF,KOSPI
267450,RISE 미국장기국채선물인버스(H),EF,KOSPI
267490,RISE 미국장기국채선물레버리지(합성 H),EF,KOSPI
267770,TIGER 200선물레버리지,EF,KOSPI
269370,TIGER S&P글로벌인프라(합성),EF,KOSPI
269420,KODEX S&P글로벌인프라(합성),EF,KOSPI
269530,PLUS S&P글로벌인프라,EF,KOSPI
269540,PLUS 미국S&P500(H),EF,KOSPI
270800,RISE KQ고배당,EF,KOSPI
270810,RISE 코스닥150,EF,KOSPI
271050,KODEX WTI원유선물인버스(H),EF,KOSPI
271060,KODEX 3대농산물선물(H),EF,KOSPI
272560,RISE 단기국공채액티브,EF,KOSPI
272570,RISE 중장기국공채액티브,EF,KOSPI
272580,TIGER 단기채권액티브,EF,KOSPI
272910,ACE 중장기국공채액티브,EF,KOSPI
273130,KODEX 종합채권(AA-이상)액티브,EF,KOSPI
273140,KODEX 단기변동금리부채권액티브,EF,KOSPI
275280,KODEX 모멘텀주,EF,KOSPI
275290,KODEX 가치주,EF,KOSPI
275300,KODEX 우량주,EF,KOSPI
275750,RISE 코스닥150선물인버스,EF,KOSPI
275980,TIGER 글로벌4차산업혁신기술(합성 H),EF,KOSPI
276000,TIGER 글로벌자원생산기업(합성 H),EF,KOSPI
276650,RISE 글로벌테크놀로지(합성 H),EF,KOSPI
276970,KODEX 미국S&P500배당귀족커버드콜(합성 H),EF,KOSPI
276990,KODEX 글로벌로봇(합성),EF,KOSPI
277540,ACE 아시아TOP50,EF,KOSPI
277630,TIGER 코스피,EF,KOSPI
277640,TIGER 코스피대형주,EF,KOSPI
277650,TIGER 코스피중형주,EF,KOSPI
278240,RISE 코스닥150선물레버리지,EF,KOSPI
278530,KODEX 200TR,EF,KOSPI
278540,KODEX MSCI Korea TR,EF,KOSPI
278620,PLUS 단기채권액티브,EF,KOSPI
279530,KODEX 고배당주,EF,KOSPI
279540,KODEX 최소변동성,EF,KOSPI
280320,ACE 미국IT인터넷(합성 H),EF,KOSPI
280920,PLUS 주도업종,EF,KOSPI
280930,KODEX 미국러셀2000(H),EF,KOSPI
280940,KODEX 골드선물인버스(H),EF,KOSPI
281990,RISE 중소형고배당,EF,KOSPI
282000,RISE 국고채3년선물인버스,EF,KOSPI
283580,KODEX 차이나CSI300,EF,KOSPI
284430,KODEX 200미국채혼합50,EF,KOSPI
284980,RISE 200금융,EF,KOSPI
285690,FOCUS ESG리더스,EF,KOSPI
287180,PLUS 미국나스닥테크,EF,KOSPI
289040,KODEX MSCI KOREA ESG유니버설,EF,KOSPI
289250,TIGER MSCI KOREA ESG유니버설,EF,KOSPI
289260,TIGER MSCI KOREA ESG리더스,EF,KOSPI
289480,TIGER 200커버드콜,EF,KOSPI
289670,PLUS 국채선물10년,EF,KOSPI
290080,RISE 200고배당커버드콜ATM,EF,KOSPI
290130,RISE ESG사회책임투자,EF,KOSPI
291130,ACE MSCI멕시코(합성),EF,KOSPI
291620,KIWOOM 코스닥150선물인버스,EF,KOSPI
291630,KIWOOM 코스닥150선물레버리지,EF,KOSPI
291680,RISE 차이나H선물인버스(H),EF,KOSPI
291890,KODEX MSCI EM선물(H),EF,KOSPI
292050,RISE KRX300,EF,KOSPI
292150,TIGER 코리아TOP10,EF,KOSPI
292160,TIGER KRX300,EF,KOSPI
292190,KODEX KRX300,EF,KOSPI
292500,SOL KRX300,EF,KOSPI
292560,TIGER 일본엔선물,EF,KOSPI
292770,KODEX 국채선물3년인버스,EF,KOSPI
293180,HANARO 200,EF,KOSPI
293940,신한알파리츠,RT,KOSPI
294400,KIWOOM 200TR,EF,KOSPI
295000,RISE 국채선물10년,EF,KOSPI
295020,RISE 국채선물10년인버스,EF,KOSPI
295040,SOL 200TR,EF,KOSPI
298340,PLUS 국채선물3년,EF,KOSPI
298770,KODEX 한국대만IT프리미어,EF,KOSPI
300610,TIGER K게임,EF,KOSPI
300640,RISE 게임테마,EF,KOSPI
300950,KODEX 게임산업,EF,KOSPI
301400,PLUS 코스닥150,EF,KOSPI
302190,TIGER 중장기국채,EF,KOSPI
302450,RISE 코스피,EF,KOSPI
304660,KODEX 미국30년국채울트라선물(H),EF,KOSPI
304670,KODEX 미국30년국채울트라선물인버스(H),EF,KOSPI
304760,HANARO KRX300,EF,KOSPI
304770,HANARO 코스닥150,EF,KOSPI
304780,HANARO 200선물레버리지,EF,KOSPI
304940,KODEX 미국나스닥100선물(H),EF,KOSPI
305050,ACE 코스피,EF,KOSPI
305080,TIGER 미국채10년선물,EF,KOSPI
305540,TIGER 2차전지테마,EF,KOSPI
305720,KODEX 2차전지산업,EF,KOSPI
306520,HANARO 200선물인버스,EF,KOSPI
306530,HANARO 코스닥150선물레버리지,EF,KOSPI
306950,KODEX KRX300레버리지,EF,KOSPI
307510,TIGER 의료기기,EF,KOSPI
307520,TIGER 지주회사,EF,KOSPI
308620,KODEX 미국10년국채선물,EF,KOSPI
309230,ACE 미국WideMoat동일가중,EF,KOSPI
310080,RISE 중국MSCI China(H),EF,KOSPI
310960,TIGER 200TR,EF,KOSPI
310970,TIGER MSCI Korea TR,EF,KOSPI
314250,KODEX 미국빅테크10(H),EF,KOSPI
314700,HANARO 농업융복합산업,EF,KOSPI
315270,TIGER 200커뮤니케이션서비스,EF,KOSPI
315930,KODEX Top5PlusTR,EF,KOSPI
315960,RISE 대형고배당10TR,EF,KOSPI
316300,ACE 싱가포르리츠,EF,KOSPI
316670,KIWOOM 코스닥150,EF,KOSPI
319640,TIGER 골드선물(H),EF,KOSPI
321410,KODEX 멀티에셋하이인컴(H),EF,KOSPI
322400,HANARO e커머스,EF,KOSPI
322410,HANARO K고배당,EF,KOSPI
325010,KODEX 성장주,EF,KOSPI
325020,KODEX 배당가치,EF,KOSPI
326230,RISE 내수주플러스,EF,KOSPI
326240,RISE IT플러스,EF,KOSPI
328370,PLUS 코스피TR,EF,KOSPI
329200,TIGER 리츠부동산인프라,EF,KOSPI
329650,KODEX TRF3070,EF,KOSPI
329660,KODEX TRF5050,EF,KOSPI
329670,KODEX TRF7030,EF,KOSPI
329750,TIGER 미국달러단기채권액티브,EF,KOSPI
330590,롯데리츠,RT,KOSPI
332500,ACE 200TR,EF,KOSPI
332610,PLUS 미국단기회사채(AAA~A),EF,KOSPI
332620,PLUS 미국장기우량회사채,EF,KOSPI
332930,HANARO 200TR,EF,KOSPI
332940,HANARO MSCI Korea TR,EF,KOSPI
334690,RISE 팔라듐선물(H),EF,KOSPI
334700,RISE 팔라듐선물인버스(H),EF,KOSPI
334890,이지스밸류플러스리츠,RT,KOSPI
336160,RISE 금융채액티브,EF,KOSPI
337120,KODEX 멀티팩터,EF,KOSPI
337140,KODEX 코스피대형주,EF,KOSPI
337150,KODEX 200exTOP,EF,KOSPI
337160,KODEX 200ESG,EF,KOSPI
338100,NH프라임리츠,RT,KOSPI
341850,TIGER 리츠부동산인프라채권,EF,KOSPI
348950,제이알글로벌리츠,RT,KOSPI
350520,이지스레지던스리츠,RT,KOSPI
352540,KODEX 일본부동산리츠(H),EF,KOSPI
352560,KODEX 미국부동산리츠(H),EF,KOSPI
354240,RISE 미국고정배당우선증권,EF,KOSPI
354350,HANARO 글로벌럭셔리S&P(합성),EF,KOSPI
354500,ACE 코스닥150,EF,KOSPI
356540,ACE 종합채권(AA-이상)액티브,EF,KOSPI
357120,코람코라이프인프라리츠,RT,KOSPI
357250,미래에셋맵스리츠,RT,KOSPI
357430,마스턴프리미어리츠,RT,KOSPI
357870,TIGER CD금리투자KIS(합성),EF,KOSPI
359210,KODEX 코스피TR,EF,KOSPI
360140,KODEX 200롱코스닥150숏선물,EF,KOSPI
360150,KODEX 코스닥150롱코스피200숏선물,EF,KOSPI
360200,ACE 미국S&P500,EF,KOSPI
360750,TIGER 미국S&P500,EF,KOSPI
361580,RISE 200TR,EF,KOSPI
363510,SOL KIS단기통안채,EF,KOSPI
363570,KODEX 장기종합채권(AA-이상)액티브,EF,KOSPI
363580,KODEX 200IT TR,EF,KOSPI
364690,KODEX 혁신기술테마액티브,EF,KOSPI
364960,TIGER BBIG,EF,KOSPI
364970,TIGER 바이오TOP10,EF,KOSPI
364980,TIGER 2차전지TOP10,EF,KOSPI
364990,TIGER 게임TOP10,EF,KOSPI
365000,TIGER 인터넷TOP10,EF,KOSPI
365040,TIGER AI코리아그로스액티브,EF,KOSPI
365550,ESR켄달스퀘어리츠,RT,KOSPI
365780,ACE 국고채10년,EF,KOSPI
367380,ACE 미국나스닥100,EF,KOSPI
367740,HANARO Fn5G산업,EF,KOSPI
367760,RISE 네트워크인프라,EF,KOSPI
367770,RISE 수소경제테마,EF,KOSPI
368190,HANARO Fn K-뉴딜디지털플러스,EF,KOSPI
368590,RISE 미국나스닥100,EF,KOSPI
368680,KODEX K-뉴딜디지털플러스,EF,KOSPI
371150,RISE 차이나항셍테크,EF,KOSPI
371160,TIGER 차이나항셍테크,EF,KOSPI
371450,TIGER 글로벌클라우드컴퓨팅INDXX,EF,KOSPI
371460,TIGER 차이나전기차SOLACTIVE,EF,KOSPI
371470,TIGER 차이나바이오테크SOLACTIVE,EF,KOSPI
371870,ACE 차이나항셍테크,EF,KOSPI
372330,KODEX 차이나항셍테크,EF,KOSPI
373490,KODEX 코리아혁신성장액티브,EF,KOSPI
373790,KIWOOM 미국방어배당성장나스닥,EF,KOSPI
375270,RISE 글로벌데이터센터리츠(합성),EF,KOSPI
375760,HANARO 탄소효율그린뉴딜,EF,KOSPI
375770,KODEX 탄소효율그린뉴딜,EF,KOSPI
376410,TIGER 탄소효율그린뉴딜,EF,KOSPI
377190,디앤디플랫폼리츠,RT,KOSPI
377990,TIGER Fn신재생에너지,EF,KOSPI
379780,RISE 미국S&P500,EF,KOSPI
379790,RISE 유로스탁스50(H),EF,KOSPI
379800,KODEX 미국S&P500,EF,KOSPI
379810,KODEX 미국나스닥100,EF,KOSPI
380340,ACE 코리아AI테크핵심산업,EF,KOSPI
381170,TIGER 미국테크TOP10 INDXX,EF,KOSPI
381180,TIGER 미국필라델피아반도체나스닥,EF,KOSPI
381560,HANARO Fn전기&수소차,EF,KOSPI
381570,HANARO Fn친환경에너지,EF,KOSPI
385510,KODEX 신재생에너지액티브,EF,KOSPI
385520,KODEX 자율주행액티브,EF,KOSPI
385540,RISE 종합채권(A-이상)액티브,EF,KOSPI
385550,RISE 단기채권알파액티브,EF,KOSPI
385560,RISE KIS국고채30년Enhanced,EF,KOSPI
385590,ACE ESG액티브,EF,KOSPI
385600,ACE 2차전지&친환경차액티브,EF,KOSPI
385710,TIME K이노베이션액티브,EF,KOSPI
385720,TIME 코스피액티브,EF,KOSPI
387270,TIGER 글로벌이노베이션액티브,EF,KOSPI
387280,TIGER 퓨처모빌리티액티브,EF,KOSPI
388280,RISE K엔터&여행레저,EF,KOSPI
388420,RISE 비메모리반도체액티브,EF,KOSPI
390390,KODEX 미국반도체,EF,KOSPI
390400,KODEX 미국스마트모빌리티S&P,EF,KOSPI
391600,ACE 미국친환경그린테마,EF,KOSPI
391670,HK 베스트일레븐액티브,EF,KOSPI
394660,TIGER 글로벌자율주행&전기차SOLACTIVE,EF,KOSPI
394670,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),EF,KOSPI
395150,KODEX 웹툰&드라마,EF,KOSPI
395160,KODEX AI반도체TOP2플러스,EF,KOSPI
395170,KODEX Top10동일가중,EF,KOSPI
395270,HANARO Fn K-반도체,EF,KOSPI
395280,HANARO Fn K-게임,EF,KOSPI
395290,HANARO Fn K-POP&미디어,EF,KOSPI
395400,SK리츠,RT,KOSPI
395750,PLUS ESG가치주액티브,EF,KOSPI
395760,PLUS ESG성장주액티브,EF,KOSPI
396500,TIGER 반도체TOP10,EF,KOSPI
396510,TIGER 차이나클린에너지SOLACTIVE,EF,KOSPI
396520,TIGER 차이나반도체FACTSET,EF,KOSPI
396690,미래에셋글로벌리츠,RT,KOSPI
399110,SOL 미국S&P500ESG,EF,KOSPI
399580,RISE 글로벌클린에너지,EF,KOSPI
400570,KODEX 유럽탄소배출권선물ICE(H),EF,KOSPI
400580,SOL 유럽탄소배출권선물S&P(H),EF,KOSPI
400590,SOL 글로벌탄소배출권선물ICE(합성),EF,KOSPI
400760,NH올원리츠,RT,KOSPI
400970,TIGER Fn메타버스,EF,KOSPI
401170,RISE 메타버스,EF,KOSPI
401470,KODEX 메타버스액티브,EF,KOSPI
401590,HANARO 글로벌탄소배출권선물ICE(합성),EF,KOSPI
402460,HANARO Fn K-메타버스MZ,EF,KOSPI
402970,ACE 미국배당다우존스,EF,KOSPI
403790,MIDAS 코스피액티브,EF,KOSPI
404120,TIME K신재생에너지액티브,EF,KOSPI
404260,KODEX 기후변화솔루션,EF,KOSPI
404540,TIGER KRX기후변화솔루션,EF,KOSPI
404650,SOL KRX기후변화솔루션,EF,KOSPI
404990,신한서부티엔디리츠,RT,KOSPI
407300,HANARO Fn골프테마,EF,KOSPI
407310,HANARO 200 TOP10,EF,KOSPI
407820,에셋플러스 코리아플랫폼액티브,EF,KOSPI
407830,에셋플러스 글로벌플랫폼액티브,EF,KOSPI
409810,KODEX 미국나스닥100선물인버스(H),EF,KOSPI
409820,KODEX 미국나스닥100레버리지(합성 H),EF,KOSPI
410870,TIME K컬처액티브,EF,KOSPI
411060,ACE KRX금현물,EF,KOSPI
411420,KODEX 미국나스닥AI테크액티브,EF,KOSPI
411540,SOL 200 Top10,EF,KOSPI
411860,KIWOOM 독일DAX,EF,KOSPI
412560,TIGER BBIG레버리지,EF,KOSPI
412570,TIGER 2차전지TOP10레버리지,EF,KOSPI
412770,TIGER 글로벌AI플랫폼액티브,EF,KOSPI
413220,SOL 차이나태양광CSI(합성),EF,KOSPI
413930,WON AI ESG액티브,EF,KOSPI
414270,ACE 글로벌자율주행액티브,EF,KOSPI
414780,TIGER 차이나과창판STAR50(합성),EF,KOSPI
415340,KODEX 차이나과창판STAR50(합성),EF,KOSPI
415640,KB발해인프라,IF,KOSPI
415760,SOL 차이나육성산업액티브(합성),EF,KOSPI
415920,PLUS 글로벌희토류&전략자원생산기업,EF,KOSPI
416090,ACE 중국과창판STAR50,EF,KOSPI
417310,코람코더원리츠,RT,KOSPI
417450,RISE 글로벌수소경제,EF,KOSPI
417630,TIGER KEDI혁신기업ESG30,EF,KOSPI
418660,TIGER 미국나스닥100레버리지(합성),EF,KOSPI
418670,TIGER 글로벌AI사이버보안,EF,KOSPI
419420,KODEX 미국클린에너지나스닥,EF,KOSPI
419430,KODEX 차이나2차전지MSCI(합성),EF,KOSPI
419650,PLUS 글로벌수소&차세대연료전지,EF,KOSPI
419890,KIWOOM 단기채권ESG액티브,EF,KOSPI
421320,PLUS 우주항공,EF,KOSPI
422420,RISE 2차전지액티브,EF,KOSPI
423160,KODEX KOFR금리액티브(합성),EF,KOSPI
423170,SOL 글로벌AI반도체탑픽액티브,EF,KOSPI
423920,TIGER 미국필라델피아반도체레버리지(합성),EF,KOSPI
426020,TIME 미국S&P500액티브,EF,KOSPI
426030,TIME 미국나스닥100액티브,EF,KOSPI
426150,WON 대한민국국고채액티브,EF,KOSPI
427120,RISE AI플랫폼,EF,KOSPI
428510,KODEX 차이나AI테크액티브,EF,KOSPI
428560,KODEX 미국ETF산업Top10 Indxx,EF,KOSPI
429000,TIGER 미국S&P500배당귀족,EF,KOSPI
429010,TIGER 미국나스닥넥스트100,EF,KOSPI
429740,PLUS K리츠,EF,KOSPI
429760,PLUS 미국S&P500,EF,KOSPI
429980,SOL 한국형글로벌전기차&2차전지액티브,EF,KOSPI
430500,KIWOOM 물가채KIS,EF,KOSPI
432320,KB스타리츠,RT,KOSPI
432600,RISE 국채선물3년,EF,KOSPI
432840,HANARO 미국S&P500,EF,KOSPI
433220,에셋플러스 글로벌대장장이액티브,EF,KOSPI
433250,UNICORN R&D 액티브,EF,KOSPI
433330,SOL 미국S&P500,EF,KOSPI
433500,ACE 원자력TOP10,EF,KOSPI
433880,PLUS TDF2060액티브 적격,EF,KOSPI
433970,KODEX TDF2030액티브 적격,EF,KOSPI
433980,KODEX TDF2040액티브 적격,EF,KOSPI
434060,KODEX TDF2050액티브 적격,EF,KOSPI
434730,HANARO 원자력iSelect,EF,KOSPI
434960,DAISHIN K200,EF,KOSPI
435040,ACE 글로벌브랜드TOP10,EF,KOSPI
435420,TIGER 미국나스닥100채권혼합50,EF,KOSPI
435530,KIWOOM TDF2030액티브 적격,EF,KOSPI
435540,KIWOOM TDF2040액티브 적격,EF,KOSPI
435550,KIWOOM TDF2050액티브 적격,EF,KOSPI
436140,SOL 종합채권(AA-이상)액티브,EF,KOSPI
437070,KODEX 아시아달러채권ESG플러스액티브,EF,KOSPI
437080,KODEX 미국종합채권ESG액티브(H),EF,KOSPI
437350,RISE 미국단기투자등급회사채액티브,EF,KOSPI
437370,RISE 글로벌농업경제,EF,KOSPI
438080,ACE 미국S&P500미국채혼합50액티브,EF,KOSPI
438100,ACE 미국나스닥100미국채혼합50액티브,EF,KOSPI
438320,TIGER 차이나항셍테크레버리지(합성 H),EF,KOSPI
438330,TIGER 우량회사채액티브,EF,KOSPI
438560,SOL 국고채3년,EF,KOSPI
438570,SOL 국고채10년,EF,KOSPI
438740,MIDAS 중소형액티브,EF,KOSPI
438900,HANARO Fn K-푸드,EF,KOSPI
439860,KODEX ESG종합채권(A-이상)액티브,EF,KOSPI
439870,KODEX 국고채30년액티브,EF,KOSPI
440340,TIGER 글로벌멀티에셋TIF액티브,EF,KOSPI
440640,ACE 단기채권알파액티브,EF,KOSPI
440650,ACE 미국달러단기채권액티브,EF,KOSPI
440910,WON 미국우주항공방산,EF,KOSPI
441540,HANARO Fn조선해운,EF,KOSPI
441640,KODEX 미국배당커버드콜액티브,EF,KOSPI
441680,TIGER 미국나스닥100커버드콜(합성),EF,KOSPI
441800,TIME Korea플러스배당액티브,EF,KOSPI
442090,에셋플러스 코리아대장장이액티브,EF,KOSPI
442260,마이티 다이나믹퀀트액티브,EF,KOSPI
442320,RISE 글로벌원자력,EF,KOSPI
442550,RISE TDF2030액티브 적격,EF,KOSPI
442560,RISE TDF2040액티브 적격,EF,KOSPI
442570,RISE TDF2050액티브 적격,EF,KOSPI
442580,PLUS 글로벌HBM반도체,EF,KOSPI
444200,SOL 코리아메가테크액티브,EF,KOSPI
444490,WON 미국S&P500,EF,KOSPI
445150,KODEX 친환경조선해운액티브,EF,KOSPI
445290,KODEX 로봇액티브,EF,KOSPI
445690,BNK 주주가치액티브,EF,KOSPI
445910,TIGER MKF배당귀족,EF,KOSPI
446690,KODEX 아시아AI반도체exChina액티브,EF,KOSPI
446700,RISE 배터리 리사이클링,EF,KOSPI
446720,SOL 미국배당다우존스,EF,KOSPI
446770,ACE 글로벌반도체TOP4 Plus,EF,KOSPI
447430,ACE 주주환원가치주액티브,EF,KOSPI
447620,SOL 미국TOP5채권혼합50,EF,KOSPI
447660,PLUS 애플채권혼합,EF,KOSPI
447770,TIGER 테슬라채권혼합Fn,EF,KOSPI
448100,WON 200,EF,KOSPI
448290,TIGER 미국S&P500(H),EF,KOSPI
448300,TIGER 미국나스닥100(H),EF,KOSPI
448330,KODEX 삼성전자채권혼합,EF,KOSPI
448490,HANARO 32-10 국고채액티브,EF,KOSPI
448540,ACE 엔비디아채권혼합,EF,KOSPI
448570,FOCUS AI코리아액티브,EF,KOSPI
448630,RISE 삼성그룹Top3채권혼합,EF,KOSPI
448730,삼성FN리츠,RT,KOSPI
449170,TIGER KOFR금리액티브(합성),EF,KOSPI
449180,KODEX 미국S&P500(H),EF,KOSPI
449190,KODEX 미국나스닥100(H),EF,KOSPI
449450,PLUS K방산,EF,KOSPI
449580,RISE 테슬라애플아마존채권혼합,EF,KOSPI
449680,TIGER 한중전기차(합성),EF,KOSPI
449690,TIGER 한중반도체(합성),EF,KOSPI
449770,KIWOOM 미국S&P500,EF,KOSPI
449780,KIWOOM 미국S&P500(H),EF,KOSPI
450180,KODEX 한중전기차(합성),EF,KOSPI
450190,KODEX 한중반도체(합성),EF,KOSPI
450910,SOL 코스닥150,EF,KOSPI
451000,PLUS 종합채권(AA-이상)액티브,EF,KOSPI
451060,1Q 200액티브,EF,KOSPI
451150,에셋플러스 글로벌영에이지액티브,EF,KOSPI
451530,TIGER 국고채30년스트립액티브,EF,KOSPI
451540,TIGER 종합채권(AA-이상)액티브,EF,KOSPI
451600,PLUS 국고채30년액티브,EF,KOSPI
451670,RISE 국채30년레버리지(합성),EF,KOSPI
451800,한화리츠,RT,KOSPI
452250,ACE 미국30년국채선물레버리지(합성 H),EF,KOSPI
